2009,abreb001,Abreu,Bobby,L,R,ANA,OF
2009,adenn001,Adenhart,Nick,R,R,ANA,P
2009,arrej001,Arredondo,Jose,R,R,ANA,P
2009,aybae001,Aybar,Erick,B,R,ANA,SS
2009,bellt002,Bell,Trevor,L,R,ANA,P
2009,buddr001,Budde,Ryan,R,R,ANA,C
2009,bulgj001,Bulger,Jason,R,R,ANA,P
2009,david004,Davidson,Daniel,L,L,ANA,P
2009,escok001,Escobar,Kelvim,R,R,ANA,P
2009,evant002,Evans,Terry,R,R,ANA,OF
2009,figgc001,Figgins,Chone,B,R,ANA,SS
2009,fuenb001,Fuentes,Brian,L,L,ANA,P
2009,guerv001,Guerrero,Vladimir,R,R,ANA,OF
2009,huntt001,Hunter,Torii,R,R,ANA,CF
2009,iztum001,Izturis,Maicer,B,R,ANA,SS
2009,jepsk001,Jepsen,Kevin,R,R,ANA,P
2009,kazms001,Kazmir,Scott,L,L,ANA,P
2009,kendh001,Kendrick,Howie,R,R,ANA,2B
2009,lackj001,Lackey,John,R,R,ANA,P
2009,louxs001,Loux,Shane,R,R,ANA,P
2009,mathj001,Mathis,Jeff,R,R,ANA,C
2009,mattg002,Matthews,Gary,B,R,ANA,OF
2009,morak001,Morales,Kendry,B,R,ANA,1B
2009,moser001,Mosebach,Robert,R,R,ANA,P
2009,mosed001,Moseley,Dustin,R,R,ANA,P
2009,napom001,Napoli,Mike,R,R,ANA,C
2009,olivd001,Oliver,Darren,R,L,ANA,P
2009,ortea001,Ortega,Anthony,R,R,ANA,P
2009,osuls001,O'Sullivan,Sean,R,R,ANA,P
2009,palmm001,Palmer,Matt,R,R,ANA,P
2009,pettc001,Pettit,Chris,R,R,ANA,OF
2009,quinr002,Quinlan,Robb,R,R,ANA,3B
2009,rivej001,Rivera,Juan,R,R,ANA,OF
2009,rodrf004,Rodriguez,Fernando,R,R,ANA,P
2009,rodrr006,Rodriguez,Rafael,R,R,ANA,P
2009,rodrs002,Rodriguez,Sean,R,R,ANA,2B
2009,sandf001,Sandoval,Freddy,B,R,ANA,3B
2009,sante001,Santana,Ervin,R,R,ANA,P
2009,saunj001,Saunders,Joe,L,L,ANA,P
2009,shies002,Shields,Scot,R,R,ANA,P
2009,speij001,Speier,Justin,R,R,ANA,P
2009,thomr006,Thompson,Rich,R,R,ANA,P
2009,weavj003,Weaver,Jered,R,R,ANA,P
2009,willr004,Willits,Reggie,B,R,ANA,OF
2009,wilsb002,Wilson,Bobby,R,R,ANA,C
2009,woodb003,Wood,Brandon,R,R,ANA,3B
2009,alleb001,Allen,Brandon,L,R,ARI,1B
2009,augeb001,Augenstein,Bryan,R,R,ARI,P
2009,boyeb001,Boyer,Blaine,R,R,ARI,P
2009,buckb002,Buckner,Billy,R,R,ARI,P
2009,byrne001,Byrnes,Eric,R,R,ARI,OF
2009,cabrd001,Cabrera,Daniel,R,R,ARI,P
2009,carll001,Carlin,Luke,B,R,ARI,C
2009,clart002,Clark,Tony,B,R,ARI,1B
2009,david002,Davis,Doug,R,L,ARI,P
2009,drews001,Drew,Stephen,L,R,ARI,SS
2009,garlj001,Garland,Jon,R,R,ARI,P
2009,gordt001,Gordon,Tom,R,R,ARI,P
2009,gutij002,Gutierrez,Juan,R,R,ARI,P
2009,hared001,Haren,Dan,R,R,ARI,P
2009,hestj001,Hester,John,R,R,ARI,C
2009,jackc002,Jackson,Conor,R,R,ARI,OF
2009,koreb001,Korecky,Bobby,R,R,ARI,P
2009,lopef001,Lopez,Felipe,B,R,ARI,SS
2009,montm001,Montero,Miguel,L,R,ARI,C
2009,mulvk001,Mulvey,Kevin,R,R,ARI,P
2009,oeltt001,Oeltjen,Trent,L,L,ARI,OF
2009,ojeda001,Ojeda,Augie,B,R,ARI,2B
2009,parrg001,Parra,Gerardo,L,L,ARI,OF
2009,penat003,Pena,Tony,R,R,ARI,P
2009,petiy001,Petit,Yusmeiro,R,R,ARI,P
2009,qualc001,Qualls,Chad,R,R,ARI,P
2009,raucj001,Rauch,Jon,R,R,ARI,P
2009,reynm001,Reynolds,Mark,R,R,ARI,3B
2009,rober002,Roberts,Ryan,R,R,ARI,2B
2009,romea001,Romero,Alex,L,R,ARI,OF
2009,rosal001,Rosales,Leo,R,R,ARI,P
2009,ryalr001,Ryal,Rusty,R,R,ARI,2B
2009,schem001,Scherzer,Max,R,R,ARI,P
2009,schld001,Schlereth,Daniel,L,L,ARI,P
2009,schos001,Schoeneweis,Scott,L,L,ARI,P
2009,slatd001,Slaten,Doug,L,L,ARI,P
2009,snydc002,Snyder,Chris,R,R,ARI,C
2009,tracc001,Tracy,Chad,L,R,ARI,3B
2009,uptoj001,Upton,Justin,R,R,ARI,OF
2009,vasqe001,Vasquez,Esmerling,R,R,ARI,P
2009,webbb001,Webb,Brandon,R,R,ARI,P
2009,whitj002,Whitesell,Josh,L,L,ARI,1B
2009,wilsj003,Wilson,Josh,R,R,ARI,2B
2009,younc004,Young,Chris,R,R,ARI,OF
2009,zavac002,Zavada,Clay,L,L,ARI,P
2009,acosm001,Acosta,Manny,B,R,ATL,P
2009,andeg001,Anderson,Garret,L,L,ATL,OF
2009,bartb001,Barton,Brian,R,R,ATL,OF
2009,bennj002,Bennett,Jeff,R,R,ATL,P
2009,blang001,Blanco,Gregor,L,L,ATL,OF
2009,boyeb001,Boyer,Blaine,R,R,ATL,P
2009,campj002,Campillo,Jorge,R,R,ATL,P
2009,canib001,Canizares,Barbaro,R,R,ATL,1B
2009,carlb001,Carlyle,Buddy,L,R,ATL,P
2009,churr001,Church,Ryan,L,L,ATL,OF
2009,conrb001,Conrad,Brooks,B,R,ATL,2B
2009,diazm003,Diaz,Matt,R,R,ATL,OF
2009,escoy001,Escobar,Yunel,R,R,ATL,SS
2009,franj004,Francoeur,Jeff,R,R,ATL,OF
2009,gonzm001,Gonzalez,Mike,R,L,ATL,P
2009,gorer002,Gorecki,Reid,R,R,ATL,OF
2009,hanst001,Hanson,Tommy,R,R,ATL,P
2009,hernd001,Hernandez,Diory,R,R,ATL,2B
2009,hudst001,Hudson,Tim,R,R,ATL,P
2009,infao001,Infante,Omar,R,R,ATL,SS
2009,johnk003,Johnson,Kelly,L,R,ATL,OF
2009,joneb005,Jones,Brandon,L,R,ATL,OF
2009,jonec004,Jones,Chipper,B,R,ATL,3B
